"Id","Predicted"
3322,100055.759994561
5779,217997.193957052
902,128342.664836693
2352,119534.659454996
1914,73368.8546037727
3898,225278.856575937
5677,583528.973357943
2327,197519.829545282
663,92197.1289844052
4272,488602.923180059
416,185146.176710042
5398,69683.5395988383
1082,176079.857110773
1315,111029.102038468
2227,75661.1929260095
726,329326.643493359
3384,225302.599716876
1317,106840.280822056
1467,330477.179255878
3400,57522.0764955296
1499,131006.369726815
5481,235102.149660883
1030,128342.664836693
4605,133804.501362788
3126,119013.574206946
513,188932.153151038
1385,104403.230472473
2225,113226.876010488
2320,90136.3558144492
4827,559209.033255497
3771,92159.005788216
4502,249072.20574875
3566,59223.9312269004
1126,47786.5956654852
49,154463.032121908
1848,107195.864643638
5449,290644.721296215
4127,136253.339666062
1063,44148.5378450473
5432,364908.04386102
137,168423.236452395
2767,313001.786210906
2365,202151.773540833
121,329810.324158703
5187,198829.088832347
1208,111886.371221835
4262,283399.222979892
5784,218011.878617266
2427,393259.963471394
2419,86056.0604694815
1432,143538.395032667
1788,213012.487054581
153,68760.6814875358
996,175519.632407491
4544,188863.05042528
4480,188955.650825523
1881,152897.510407677
144,181633.23547512
2742,236361.411930892
2152,181428.25911782
1399,211876.099960028
2685,152848.246304443
2736,194292.207474094
931,278927.755360302
3575,212526.492893628
2229,144226.796090469
4299,477410.191273054
1809,211260.22980558
88,84654.4581365724
837,166592.602371643
2051,206894.360109366
4554,203179.75503522
2801,94572.5511966445
4223,62623.9308018127
1815,98561.2820053
4088,537911.188059016
5172,201797.020556275
2149,146796.34925778
870,127721.838890259
220,178174.035249842
643,314473.967551008
432,224441.058234708
3361,313733.582124617
1344,107665.207608001
1480,137984.584510514
123,254347.244154837
3295,207745.016669979
1248,105614.726541372
5733,207172.496565499
4170,265842.673505814
5879,318293.42214112
1183,379826.574199849
1839,57173.1846394021
5265,279177.195331797
4208,154936.935084415
4749,194763.892280895
4940,278562.274719111
1595,183172.166552894
4058,319102.415400992
5024,428562.676090005
3702,139417.400977488
712,229153.57250081
5045,152983.158731589
1701,346797.055366037
2800,161882.467485666
4586,195514.344318468
2560,182861.010624104
942,172152.448072328
5464,427574.35784896
5423,327810.65256855
1829,388058.514649561
5843,253937.45857635
386,81856.3337566007
2663,189064.466019002
2888,125114.846265398
4869,298038.794469646
5411,218011.878617266
1271,108914.555690278
2107,249766.947617886
3319,138980.696213744
5388,299266.538765371
4185,215985.336289934
889,257569.608692562
3766,176252.318297082
4890,98157.0062300589
5522,397781.829829153
3191,235454.290132017
1558,167289.755032567
4864,219296.426083707
2984,159262.173198664
5684,287976.039212304
1967,210449.339584361
6,36665.8932918079
2310,229114.901309977
3045,160036.309323436
4559,203179.75503522
112,112096.264610529
5641,173236.804176002
2719,120394.608842031
509,251123.589852885
2897,244721.002610026
3355,82815.1449699786
3391,118219.799301858
2108,112359.335929666
5624,337060.95404103
4092,271660.607757781
36,37811.4833758534
4285,406117.268334451
1459,166549.953889448
57,240767.57502433
2722,322781.221822034
2083,174999.543644418
908,129831.954327239
5458,598312.693421918
285,165345.656541452
5599,382815.904158495
2003,193048.304879995
122,249503.207533578
4741,197783.094609845
2959,213354.009953937
2754,132663.215845633
508,134922.195953991
4030,523623.721177973
806,125772.136999933
4966,152395.956173205
5009,165362.184612052
1163,172726.420831387
5401,376753.396317534
4678,200078.171500954
2770,168888.880339463
18,56401.7107627958
2559,338380.859957067
3711,415322.875740443
3365,128567.930033825
2321,55560.5743602283
5005,382720.383491507
2140,290729.964161715
3054,171334.99254627
1221,109334.218438244
3996,233162.76974303
4879,290536.463138141
1776,139637.77063387
2322,232649.746899587
5872,170699.821022176
415,80072.8211453764
2537,200581.754024163
3709,259312.054303569
5479,109693.600971873
5377,70334.6502973718
3986,232067.792051128
727,181700.914689307
2447,184201.347362735
3553,438696.753854159
1616,70303.6636654846
1414,183172.166552894
1046,221656.300398096
3674,335561.295275242
3342,209020.187642187
1106,186419.775226987
4129,235868.392717328
989,96923.6467004761
815,123976.515714288
4388,154342.233253024
2450,204120.458350484
9,79602.5433070037
3303,271539.740957284
915,289155.294903632
2266,233563.104535069
972,99311.2556642707
3811,230817.907980899
52,276584.46407391
1682,97806.1091561535
4504,515576.42972472
1446,205689.272814892
4190,232267.809957599
4310,290968.353019756
3880,438977.038580719
921,90789.7195842166
3133,209349.041178144
392,144352.478093132
5450,302314.073390191
3874,237699.168485771
4799,193271.618637003
1768,161006.481596755
4733,138516.768059694
4598,193271.618637003
5416,313179.404371393
74,259516.320255344
3988,351057.670593553
4360,280189.047561965
213,40536.7346029464
3389,232341.95975895
2405,114921.974163211
2491,253066.039905815
2267,153437.191598847
2283,51528.4572188302
328,292483.9702399
2236,216191.608026068
741,166592.602371643
4498,271660.607757781
518,289155.294903632
888,73716.5868070115
3447,266387.578650295
4395,251009.601912444
3987,379213.203226741
1391,191823.334930089
5218,289886.36354391
4240,138374.840214398
3430,57429.5993918511
5725,456628.972407731
4014,90507.7390192734
5210,468110.240900233
3014,217496.219778517
1018,127721.838890259
4267,223308.613423099
728,390060.364289675
3655,120979.365283795
598,265210.683198547
5665,301007.512743139
3545,175675.23880724
1743,170351.378223209
5489,156601.979825422
70,263539.305570228
2806,298089.098989478
2739,158290.14630501
5774,322648.979058645
308,148862.630517206
3726,221257.251534242
1113,90531.6790309531
3343,229049.389819837
2414,317873.200148789
489,91924.8787169758
5330,409740.866708031
4081,257974.464226044
4027,430053.742617812
318,157205.825630487
4015,63248.7719473056
5842,218011.878617266
1396,168786.493109085
2316,202917.876556034
4346,94483.3202298074
3149,130638.082752042
3928,255717.879787828
863,93987.111059547
2834,220867.815435201
4042,127228.803966917
635,155951.534097925
5331,384249.503775091
3369,177435.081481394
2925,225360.323667521
2053,172328.137219219
2042,177972.962661912
309,121103.459141037
754,216519.59295643
4461,418806.006390303
478,39917.932456268
3544,556669.483691415
5806,301609.581749882
2298,163082.603578279
1946,75081.479701209
3088,55242.3551865439
4471,223504.987306804
4591,189590.765708407
3256,414216.409821767
4009,146723.205462186
1213,105614.726541372
1388,187138.076235067
752,166592.602371643
1638,170947.056296984
377,141603.288918403
4370,266452.273629361
1038,124454.214263744
3338,213413.208769565
1160,190353.591726423
5052,155493.883626134
3064,274278.201442975
4612,197023.934319766
2774,248478.561490677
1963,105966.231496151
5186,163568.35430663
4708,194016.320739188
1823,390294.894360935
3527,220140.1962135
1923,216191.608026068
3152,129139.546242168
1609,101149.450422252
5626,339663.442609437
2167,391800.778635895
1091,141337.729194157
2056,343561.963437741
1607,101923.571870992
1096,99605.381871351
4430,404293.316026635
5606,247154.742704712
3100,219333.789882754
608,175133.029770517
1771,215484.285958936
5551,239666.593677262
2533,152175.376334944
2329,198280.900587801
2370,85396.70215911
4479,379377.179254524
1718,148499.775476008
3385,215060.998077437
5418,320333.219344936
1901,177868.639132203
4441,218406.789293298
4000,64476.7295779554
5587,394734.040355852
4258,374013.161083716
2782,216721.801471897
4518,278001.892180761
2781,160126.946652338
1042,167245.068472501
1186,169436.850658348
5484,228857.598048073
1071,45703.3411774127
3830,97398.1774996917
1772,213742.719922741
1774,105154.322201506
375,235041.459699028
846,244634.681634227
828,167234.506558453
5221,225280.093931591
2130,372692.542099346
1108,107175.99406041
491,81229.1535949188
875,131844.590931932
1567,202434.237556991
557,170481.318822373
4709,200849.100186546
37,55754.7323242204
1001,290980.388320106
5428,69683.5395988383
589,123852.197736689
2680,150999.242739485
5396,230624.635361569
284,151274.884231749
4932,281332.756368161
3329,204328.772258256
4137,89469.5337081625
4516,269579.154361606
1264,108496.503753863
3471,82815.1449699786
2182,108023.536935462
4298,266458.238374733
5258,277008.281649924
2764,237272.261306383
1997,183552.897761786
2363,217581.915084994
2026,76245.3821870355
1675,202434.237556991
62,258520.206379413
3925,405796.434987813
3757,414254.201779127
5414,234199.745860967
1212,107251.951103948
1347,110178.401219458
3681,92514.1071001919
914,65829.884339773
2366,121432.028593096
2633,114921.974163211
5759,338052.776769323
2251,159976.699652925
1973,167318.963751456
5698,394734.040355852
1431,100374.447123687
2938,213354.009953937
4179,61195.4651399996
1540,238413.588258163
4122,221792.500469895
3836,88002.6222244026
4356,243964.827702256
5246,494159.979931137
2939,223430.767644008
4791,276580.25523924
4411,90160.3388456445
1454,99223.0617810315
3219,445192.804578681
1990,73087.2394280485
178,141478.874747044
3374,180879.935121107
1746,171007.765489832
5852,156011.395457317
2437,62244.0943844478
2418,111440.135782748
5066,166103.967815283
5409,329073.752054175
5884,264994.460529922
360,278220.880539223
69,257527.915934905
1000,339616.133352379
5694,269820.84907512
402,84360.9473111844
3300,233222.47578318
5878,287432.033408814
1831,380667.95037433
4625,137455.457773729
5390,270211.797873403
176,315568.093645142
568,42141.7302184116
5134,523766.618388082
5577,83315.8179319041
4038,415423.543273681
4374,63737.1233982381
4597,200078.171500954
2380,301080.906553199
3019,219374.524836454
1122,379065.569010649
1144,159038.528554731
3032,216025.724588358
4378,300845.454921709
1935,191483.127218329
4564,200078.171500954
5776,212825.353881978
5848,156612.528800025
2237,170351.378223209
3372,127093.14004077
4429,491388.982055443
445,224441.058234708
522,362575.445752329
4779,285663.135307274
3863,257325.215061199
4726,199310.201907725
3473,80947.1441870306
3316,176075.580536453
5809,305109.462174833
4383,239690.53669328
5213,302281.926231103
1458,102717.454905581
4532,357411.213371388
2282,155727.556209232
5092,315343.706700171
4484,350602.972453794
600,167244.020719294
5208,278075.632620139
1316,111456.912424053
5220,147211.526886573
1561,180763.660379173
3755,275614.100383558
5297,222229.549930743
1509,331033.113691545
2478,115801.50009993
2521,156317.066097985
4113,429974.176654919
5312,550877.773385237
1882,195189.615270036
1228,108080.056446145
3943,394944.986109537
1810,215361.789460504
4064,139971.11447109
5269,104305.485923784
5516,422669.694733697
3275,264791.417385037
3922,225302.599716876
790,206754.530174875
1453,217657.298631191
3543,269478.742619818
2175,312520.416346169
3787,248571.148256198
4226,454606.064128999
4495,589945.534809362
3381,209098.351739736
3171,225155.903740767
5206,236047.940941307
5124,527863.299897767
1348,111029.102038468
4977,278619.768894599
523,363972.498762784
5748,303938.49504479
4006,150148.11710089
2211,84400.52151915
2226,207236.885894352
2629,261978.405781556
3096,251361.909056546
4691,197023.934319766
1239,105209.340496645
458,234139.288848289
3268,206804.515225075
1102,136529.494901461
909,203556.250352772
1601,169131.787733395
479,120055.062413326
1608,251403.364531412
1996,192222.142246365
4918,219296.426083707
2075,149221.598106
4320,298907.643275456
1356,174536.837373684
3725,225552.900635294
856,94349.2563123156
2254,119995.242921973
2753,134202.641050746
3331,203544.487381305
5164,308150.647259114
2342,157534.620236972
2115,204859.591618161
4681,195514.344318468
5175,430213.986965616
4560,198545.180048832
4476,270582.779113076
4758,197023.934319766
4004,226969.730028394
260,59173.9726252166
397,85668.6987922808
5219,68330.957287954
4703,200849.100186546
2914,236361.411930892
2664,420039.701244134
1413,136538.691759483
5018,311726.430269789
2185,269523.185985496
4895,154897.044032578
3920,264346.527005535
2622,304706.646102758
792,221573.738765118
495,262136.012628843
4615,191054.619039729
1766,381392.181812596
2173,178553.991437982
2546,371167.963055288
3222,380369.724689684
4922,413025.601105839
158,80072.8211453764
4332,290014.518046041
4440,91557.9916745847
1570,126549.602782322
4273,225032.806352279
334,316752.444789533
1506,171402.997467888
1949,236962.161980514
3511,411195.859765949
5511,85808.8573491663
2586,121855.392216846
1060,267044.738711429
3038,94066.2383646294
4828,279635.613438141
4851,95549.8565615144
1211,110178.401219458
1624,106354.815610333
1801,216222.992456171
3564,129569.346061271
1612,67911.9704603801
2625,207605.541377071
4493,537911.188059016
2785,368393.160498232
4112,239318.523931142
573,129203.92431068
2174,273701.296318494
2968,226023.460374366
450,232345.32239149
4930,542293.67947791
904,159591.859583749
3831,126605.312376577
1369,103113.23937274
4056,345779.398277433
1917,171817.642734095
5427,324068.804629939
56,64633.1745556989
3528,83134.2431023728
2260,205725.672498618
4132,193172.481618747
1697,350597.293953671
723,197096.023015095
1650,252372.056237846
2131,367003.308682766
2679,222173.421760152
4268,477457.782830548
813,131844.590931932
2561,310133.49454214
3805,235877.926364594
1603,100761.203659932
2831,220219.805022772
4059,230623.36865091
5583,391731.887735068
3599,209825.571144607
832,167234.506558453
1240,106021.67459423
5069,435206.194118934
559,174470.733578499
650,179231.298707418
1262,107665.207608001
1080,104843.810446356
5109,66516.0177386866
2150,117214.449160754
4204,240614.097264708
2525,155727.556209232
1155,98462.8184000433
3779,466393.080668948
2516,77569.4210137785
5287,291240.463889993
189,324775.697206504
1931,288840.825458371
1536,188170.156822064
700,161114.166047354
5048,142751.398629184
1405,110602.933737901
1758,335645.409972136
3244,213413.495627917
161,119254.788269525
2401,93945.061296475
2351,150429.787663266
3749,129063.319933516
1253,108496.503753863
1628,89607.103499553
3931,477229.90163367
5368,174684.410930105
2315,120965.930243115
129,40226.1436615303
520,157155.654835879
3682,256337.637139425
5323,60900.0357564831
2081,47148.8593229365
1711,222978.669022648
1440,133424.214111879
1883,132067.077625995
1336,110178.401219458
4351,502859.313817015
4426,271249.98193087
3722,235928.79158693
45,84005.8388507506
4324,94708.9103321393
2585,306926.310112227
3029,231299.45184155
4318,61097.0824021156
3624,218325.438024936
5749,231513.263769509
3926,235023.214847864
5547,110540.558589283
528,148918.098922142
1449,132393.004566392
4345,272048.151798672
3877,220407.989267473
4235,240240.651086283
288,154383.167117834
5708,393218.913852386
2858,210906.64723467
3609,424043.273459089
193,323529.0951499
3435,183868.285012209
2829,216858.101387194
652,73716.5868070115
5027,270309.513964557
506,378101.658553691
1654,240990.973011241
4,286505.843510348
3889,415850.380137229
2059,203623.873766026
3781,270517.08124159
2183,216222.992456171
5790,637586.510747924
883,209959.609677625
4669,135357.170055781
4990,362161.02146233
2630,117153.152900098
5628,228857.598048073
4290,403005.613043692
3121,128150.083878358
3416,128074.441612826
4400,108114.481441223
551,130999.488224152
4337,290014.518046041
503,119254.788269525
5584,422669.694733697
4642,200849.100186546
2918,110026.459428582
4690,194016.320739188
3306,337687.407456328
4745,190321.284978507
2170,227258.27512976
3486,184391.669653257
5329,284672.694585395
486,220425.25634276
4850,159736.651137727
1643,139189.553163791
2272,391750.494987576
3600,234396.014565124
1565,179299.20619435
1980,74506.2082174122
1688,174360.339591219
5713,396277.548246775
1524,70846.4867923197
5162,251897.938409391
5565,249841.341238659
3590,477279.94130672
3081,131646.75525737
1731,147929.781701517
1128,158489.626768226
2527,150278.943554886
330,308937.889418074
4710,200078.171500954
4688,197023.934319766
2717,163771.984376952
538,249091.541223017
2846,219175.534510345
435,228798.520073177
2113,49186.18936619
5553,255898.140539396
3588,269478.742619818
222,165982.756074647
1722,276877.328736666
3233,85633.2750795544
5726,207970.760660327
2326,179308.772699276
1750,171666.68190678
1533,101539.193152693
2032,140316.517133803
5317,281838.938476551
2186,183425.971327299
3011,226943.287809641
141,122508.744820565
5581,267753.491841026
3034,198753.182015505
4974,283036.377379025
3225,258201.794609973
2891,263085.837712677
4214,251169.039509184
28,272362.341552616
4241,220941.183731595
5434,301609.581749882
2617,155119.370595515
362,309527.251722219
370,277075.01650099
4195,136253.339666062
855,194087.308984767
757,214860.627949257
317,140394.868910644
711,276127.095367042
3482,185287.954374975
414,69291.5910615514
2816,418625.082323109
4178,73331.0514081851
4373,135218.479615912
558,165953.162036305
4893,144964.310633328
799,214035.918148036
953,127850.041061849
246,116534.560269323
1138,98084.8838656178
515,242475.417177682
5710,376931.482012472
3638,269478.742619818
2942,238526.177680902
447,230665.021508544
614,91490.7180372085
5614,302732.453591519
1327,105614.726541372
3470,138447.239975428
2215,266432.540915215
3304,445314.297947224
5369,271180.139265621
5264,291209.207049002
4477,188230.373334159
1168,91677.9812645446
5589,397781.829829153
3729,57966.2114352662
3594,434882.046849255
2397,195491.619105525
4795,193271.618637003
1352,107665.207608001
1450,101930.437615425
203,147155.042024735
5063,316540.760967329
2324,245398.793872566
5865,262880.513682561
4826,266133.753230166
2634,206518.361781522
5373,306722.02929329
2269,203712.611939395
2592,88554.4192492611
905,66593.7749371501
3194,233650.24818466
4578,135357.170055781
986,92552.3771902943
1466,167244.843671138
2118,217860.849692086
1575,352355.379413346
4778,80348.4037688487
1452,137984.584510514
4082,418631.078912132
3261,453790.864253777
5383,338469.141483315
1085,329762.493494648
368,279214.346359254
2514,207100.359791493
2844,215829.771893231
2804,159262.173198664
3562,84748.2717236858
5138,235141.906865588
2368,193993.769645975
1767,365594.622369968
2133,219527.069612252
2902,398477.05703216
4954,137067.5329341
756,172459.585650319
4008,221792.500469895
234,293610.951164617
4967,67029.5959912414
5311,319701.591411102
2262,111012.389791746
2655,204484.630129034
4131,95807.9134189005
5488,160885.819386161
4540,201622.999366289
2519,114473.152560359
512,93626.3558461833
5742,281833.221633579
3069,216708.114987385
5088,154164.360282776
3659,234972.544863938
3463,230817.907980899
3068,222733.871291461
3672,83772.8047343703
2369,240843.100958628
5339,421201.267658321
4355,296762.72397799
1512,318544.149046169
5758,409210.160714454
4446,281227.828753789
798,167234.506558453
4620,191790.778737849
3884,69106.1373551528
4427,225942.009809838
3185,215038.623273464
2987,242948.820027467
340,61640.7943234322
3169,275229.879564177
5470,278179.247689544
669,65325.4982329326
3326,137915.831327648
4437,185171.127876913
892,245009.130831375
2438,297287.525094379
3806,227853.484901562
1438,103909.389218938
4882,266183.179933282
5270,308412.872480254
2094,162249.632198364
425,226173.994907835
3613,99289.1365110662
4242,234963.047810125
2903,211778.329422073
1993,141944.751319085
5541,307214.910795532
1502,122715.477348886
5193,270137.926338284
5600,385547.827218252
2850,220020.047959595
3006,248478.561490677
1152,139049.980248287
3733,231090.927293463
1780,150373.756190686
5545,300452.046667824
1886,360393.714342684
3878,49998.0367101715
4671,190321.284978507
3976,234483.353966599
3664,224687.150173596
3177,431661.583811876
574,245577.292675439
3246,197304.097811841
5165,252868.535776931
4391,537932.251058434
923,150513.786620723
3572,291626.89624581
2889,128643.863759399
877,280002.50232646
1412,161503.921344853
2565,192160.796316091
5654,620651.566172813
3611,404164.057321303
2520,215442.142101618
1489,197057.475486512
1694,349474.717555403
100,220343.15324404
4761,190321.284978507
4508,190223.661308583
5231,421044.380331374
1149,131893.718165093
2489,216576.299369251
3453,401141.584268975
4835,268367.632417636
5305,157205.388770846
5526,421500.315366545
966,150513.786620723
55,262086.863016797
3698,266387.578650295
4021,289851.515305601
5525,281407.242297565
903,246340.947643602
1418,132476.909245387
4371,356990.407829681
3536,251455.570199765
217,175140.103626121
1267,104403.230472473
2728,205340.352423919
5517,293567.015351567
4233,479249.718336328
3924,288446.607749405
4106,468809.787329422
4800,190321.284978507
1796,182020.568408866
4908,475516.68938628
668,148346.499476805
1852,143591.879549176
3823,219821.692188729
3108,129139.546242168
4644,200078.171500954
1837,377751.28680407
1539,211876.099960028
5598,237320.074119114
1710,184683.048266336
2383,88554.4192492611
3647,443649.248451749
1357,127526.707637183
194,313727.000912555
5459,86139.4906666943
1841,229012.963876736
2314,385770.337739216
5047,218825.982549474
5145,302281.926231103
935,312161.652656682
1623,196301.004091607
2035,108850.267447208
2487,171288.436234285
623,233602.52651651
3541,248160.425992637
323,171452.021243011
831,167878.884090292
5575,70334.6502973718
2129,182348.878821382
1948,145671.601130951
3199,239104.269257012
4483,193916.801732379
4550,194016.320739188
2384,192273.502483075
2725,161893.372162862
3001,229703.238662537
4229,235665.274161543
1312,106430.19067385
2074,148078.267813382
3706,441946.368370857
1029,93626.3558461833
943,194375.836067249
1381,69497.2173019032
5859,155412.569473405
3153,245768.000421358
3272,122732.037286331
247,89714.8506295015
3939,486497.703532157
4211,229676.479429338
5682,402397.693925854
3777,264346.527005535
2548,229997.712505177
440,225305.860470352
2708,359193.514490167
3076,237610.631270846
543,248135.441273908
896,125772.136999933
2505,200602.894227589
3634,421761.152255751
2286,212153.370538656
2125,202063.715276024
2378,223029.486480886
4449,435044.09029421
2721,234880.258824538
1370,169783.475750288
4096,262793.218525009
1957,144555.47078212
3214,246574.728064254
1003,154211.637504803
429,235143.319893869
2029,337490.820088655
3469,83134.2431023728
3211,202930.419332038
5251,271163.378093223
4777,187033.671298371
3379,209098.351739736
5371,162958.09981043
151,176808.872468818
2137,75661.1929260095
1010,273550.522724322
201,176492.381640207
2542,237183.766768253
2710,202087.25865998
2420,51926.3146960962
1482,201296.254769979
1953,109698.102536291
1813,97056.7224130769
1380,108914.555690278
823,123096.289006949
4725,137985.092538951
3456,119132.588732238
4539,218214.894741154
184,136947.251996937
3254,229735.632793266
1075,393203.135511111
2842,219175.534510345
1913,173144.267624059
1613,170437.674810653
5657,326978.297450178
3165,226186.660281576
1699,360393.714342684
1241,111886.371221835
932,173124.096129826
4149,145599.017760378
452,246142.520499428
2480,247941.394115131
3158,242810.710746694
5782,289116.821177477
2325,127610.649691795
1107,156473.170620434
5232,148909.740017612
110,218654.89226123
4404,98801.3382541356
401,61640.7943234322
2033,324758.224025308
4998,429218.841965205
1384,177223.804351295
3724,227184.979033319
3087,208523.509543062
4916,314133.307902814
5032,57686.3717107065
4652,193271.618637003
2406,118057.706624046
4841,58580.6176912011
4665,188863.05042528
839,165953.162036305
2884,95507.6442007681
5722,325298.979633254
4448,428403.046815729
1934,222090.558579116
2656,208454.643367026
3758,419061.21143495
749,219032.088350675
188,245694.486334467
5627,278654.302022211
4692,197023.934319766
218,89708.8076922723
561,169175.097346334
1671,191823.334930089
4855,291202.688245978
2072,103549.118404304
1739,48809.3266265157
4309,226098.541282827
1229,103603.296833098
482,232345.32239149
4763,133804.501362788
2442,185623.588340366
444,226173.994907835
5460,86139.4906666943
5597,209576.528165261
1181,201657.224562989
138,168423.236452395
1273,103603.296833098
3033,212535.083076462
1361,138123.08802357
3386,412087.033965102
2933,215001.342180563
4963,151811.007502422
620,91490.7180372085
5430,303938.49504479
2241,217462.091557416
2069,195620.492415668
5797,290854.580889852
1332,104403.230472473
3916,461043.13182852
4005,194111.447810967
981,312361.093711781
3378,261314.234173068
42,173066.601681457
5433,267984.267048628
2252,157983.045590262
2290,208914.802795095
5849,257873.961166039
5372,277788.581821558
2256,189956.538851652
1680,112833.490542175
539,248135.441273908
3646,539803.839086346
1610,106430.19067385
3487,251455.693535764
603,220723.261710308
5773,110116.26548835
5502,288417.812333537
4366,99182.0333857612
4036,247179.433796918
4526,232067.792051128
3778,255353.598906647
1519,300128.059818423
4097,239841.282024975
5095,65249.2219182827
4589,134837.622170829
2946,216025.724588358
15,73832.8345281515
779,208350.907016498
1636,53534.9644089188
3189,270264.332576767
4617,139050.492199272
5461,396255.004849914
302,236224.319364683
1582,329762.493494648
5574,63797.2858715224
788,167878.884090292
845,244011.738396291
4887,329195.076459447
1314,109755.49820444
209,121916.139021499
3917,222718.175907732
5127,277645.956964884
5671,312676.953709418
2232,204521.095393752
424,221274.585141942
3492,132593.840788922
4834,227771.374863321
760,170481.318822373
4055,213507.789886852
1994,141480.000526198
1922,167750.927062881
5680,296973.569760346
5761,592666.653325073
4282,249978.00938559
4278,433374.239802506
2473,294213.184726539
4396,268927.514390912
3101,215001.342180563
4033,274812.96000669
3298,478940.506224246
5858,266086.955499696
4503,247163.823842269
4336,501934.821259871
2900,327926.983241081
1773,207236.885894352
4813,112375.361931953
2899,282686.023098515
2295,158141.622774048
4861,97780.2455090784
5539,442794.296373513
2595,217105.490562509
816,176874.840809399
4485,375291.64459986
358,278220.880539223
4095,255813.164029791
1423,53948.3143719267
4093,251976.776397404
2618,225617.52274085
4878,153766.400340872
4497,249087.936229756
4915,351590.6894216
910,70379.5820737078
3168,112412.880083629
5085,412566.511913344
794,212395.982964168
5097,273637.161339879
2135,108857.599785587
1714,110120.784397914
2199,189287.829075206
5010,228772.354105174
4624,131761.946295402
550,125486.169833674
2673,354924.604613088
738,168525.744497299
4844,543265.224547083
76,257527.915934905
2205,182146.522337769
3551,435613.612961752
3143,371237.568838567
5342,167343.380336909
2624,118512.599188832
3689,181061.495304402
2076,179932.628494543
5376,125220.179863794
3354,236449.599644012
4071,292089.494063077
1032,187763.273618576
3577,65801.6469504298
2620,224751.52423704
154,276089.162578842
1288,111456.912424053
93,277853.153543175
1252,108914.555690278
947,43458.4074878978
5798,466573.548918838
282,235143.319893869
5616,308398.652058245
